codigo_newave;id_cobre;nome_usina;grupo;variavel;periodo;unidade;valor_newave;valor_cobre;diferenca_absoluta;tolerancia;tipo_esperado;tipo_cobre;resultado;detalhe
1;0.0;CAMARGOS;Potência;Potência instalada final;;MW;46.0;46.0;0.0;0.15;;;Coincidente;PINST da tabela de cadastro do PMO.
1;0.0;CAMARGOS;Potência;Soma da potência dos grupos;;MW;46.0;46.0;0.0;0.15;;;Coincidente;PINST da tabela de cadastro do PMO.
1;0.0;CAMARGOS;Produtividade e perdas;P.HID.;;m;0.1;0.0949999988079071;0.005000001192092901;0.051;constant;constant;Coincidente;
1;0.0;CAMARGOS;Produtividade e perdas;PROD.ESP.;;MW/(m³/s·m);0.008767;0.00876679178327322;2.082167267804247e-07;1e-06;;;Coincidente;Valor nulo no COBRE é tratado como zero quando o PMO informa zero.
1;0.0;CAMARGOS;Vazão mínima histórica — HIDR.DAT × outflow.min_outflow_m3s — hydros.json;Vazão mínima histórica;;m³/s;24;34.0;10.0;0.0;;;Divergente;
1;0.0;CAMARGOS;Volume de referência sazonal;Volume de referência sazonal;ABR;hm³;615.5899999999999;615.5899999999999;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
1;0.0;CAMARGOS;Volume de referência sazonal;Volume de referência sazonal;AGO;hm³;592.97;592.97;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
1;0.0;CAMARGOS;Volume de referência sazonal;Volume de referência sazonal;DEZ;hm³;365.6;365.6;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
1;0.0;CAMARGOS;Volume de referência sazonal;Volume de referência sazonal;FEV;hm³;410.48;410.48;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
1;0.0;CAMARGOS;Volume de referência sazonal;Volume de referência sazonal;JAN;hm³;403.39;403.39;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
1;0.0;CAMARGOS;Volume de referência sazonal;Volume de referência sazonal;JUL;hm³;622.86;622.86;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
1;0.0;CAMARGOS;Volume de referência sazonal;Volume de referência sazonal;JUN;hm³;636.16;636.16;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
1;0.0;CAMARGOS;Volume de referência sazonal;Volume de referência sazonal;MAI;hm³;635.59;635.59;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
1;0.0;CAMARGOS;Volume de referência sazonal;Volume de referência sazonal;MAR;hm³;520.74;520.74;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
1;0.0;CAMARGOS;Volume de referência sazonal;Volume de referência sazonal;NOV;hm³;366.49;366.49;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
1;0.0;CAMARGOS;Volume de referência sazonal;Volume de referência sazonal;OUT;hm³;457.5;457.5;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
1;0.0;CAMARGOS;Volume de referência sazonal;Volume de referência sazonal;SET;hm³;539.36;539.36;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
2;1.0;ITUTINGA;Cadastro do reservatório;VMAX;;hm³;11.0;10.639303207397461;0.36069679260253906;0.5;;;Coincidente;Regulação diária ou semanal: VMIN = VMAX = VREF do pmo.dat.
2;1.0;ITUTINGA;Cadastro do reservatório;VMIN;;hm³;11.0;10.639303207397461;0.36069679260253906;0.5;;;Coincidente;Regulação diária ou semanal: VMIN = VMAX = VREF do pmo.dat.
2;1.0;ITUTINGA;Canal de fuga;CFMED;;m;856.8;856.8499145507812;0.049914550781295475;0.051;;;Coincidente;
2;1.0;ITUTINGA;Evaporação;Coeficiente de evaporação;ABR;mm/mês;40.0;40.0;0.0;0.0;;;Coincidente;
2;1.0;ITUTINGA;Evaporação;Coeficiente de evaporação;AGO;mm/mês;24.0;24.0;0.0;0.0;;;Coincidente;
2;1.0;ITUTINGA;Evaporação;Coeficiente de evaporação;DEZ;mm/mês;8.0;8.0;0.0;0.0;;;Coincidente;
2;1.0;ITUTINGA;Evaporação;Coeficiente de evaporação;FEV;mm/mês;5.0;5.0;0.0;0.0;;;Coincidente;
2;1.0;ITUTINGA;Evaporação;Coeficiente de evaporação;JAN;mm/mês;2.0;2.0;0.0;0.0;;;Coincidente;
2;1.0;ITUTINGA;Evaporação;Coeficiente de evaporação;JUL;mm/mês;30.0;30.0;0.0;0.0;;;Coincidente;
2;1.0;ITUTINGA;Evaporação;Coeficiente de evaporação;JUN;mm/mês;44.0;44.0;0.0;0.0;;;Coincidente;
2;1.0;ITUTINGA;Evaporação;Coeficiente de evaporação;MAI;mm/mês;48.0;48.0;0.0;0.0;;;Coincidente;
2;1.0;ITUTINGA;Evaporação;Coeficiente de evaporação;MAR;mm/mês;31.0;31.0;0.0;0.0;;;Coincidente;
2;1.0;ITUTINGA;Evaporação;Coeficiente de evaporação;NOV;mm/mês;6.0;6.0;0.0;0.0;;;Coincidente;
2;1.0;ITUTINGA;Evaporação;Coeficiente de evaporação;OUT;mm/mês;19.0;19.0;0.0;0.0;;;Coincidente;
2;1.0;ITUTINGA;Evaporação;Coeficiente de evaporação;SET;mm/mês;27.0;27.0;0.0;0.0;;;Coincidente;
2;1.0;ITUTINGA;Potência;Potência instalada final;;MW;52.0;52.0;0.0;0.15;;;Coincidente;PINST da tabela de cadastro do PMO.
2;1.0;ITUTINGA;Potência;Soma da potência dos grupos;;MW;52.0;52.0;0.0;0.15;;;Coincidente;PINST da tabela de cadastro do PMO.
2;1.0;ITUTINGA;Produtividade e perdas;P.HID.;;m;0.6;0.6309999823570251;0.03099998235702517;0.051;constant;constant;Coincidente;
2;1.0;ITUTINGA;Produtividade e perdas;PROD.ESP.;;MW/(m³/s·m);0.008649;0.008649416267871857;4.162678718562518e-07;1e-06;;;Coincidente;Valor nulo no COBRE é tratado como zero quando o PMO informa zero.
2;1.0;ITUTINGA;Vazão mínima histórica — HIDR.DAT × outflow.min_outflow_m3s — hydros.json;Vazão mínima histórica;;m³/s;24;34.0;10.0;0.0;;;Divergente;
2;1.0;ITUTINGA;Volume de referência sazonal;Representação do volume sazonal;;;Campo omitido;Campo omitido;;;;;Coincidente;"Os 12 volumes úteis são zero; nessa situação o conversor deve omitir reference_volumes_hm3."
4;2.0;FUNIL-GRANDE;Cadastro do reservatório;VMAX;;hm³;266.0;265.8599853515625;0.1400146484375;0.5;;;Coincidente;Regulação diária ou semanal: VMIN = VMAX = VREF do pmo.dat.
4;2.0;FUNIL-GRANDE;Cadastro do reservatório;VMIN;;hm³;266.0;265.8599853515625;0.1400146484375;0.5;;;Coincidente;Regulação diária ou semanal: VMIN = VMAX = VREF do pmo.dat.
4;2.0;FUNIL-GRANDE;Canal de fuga;CFMED;;m;768.1;768.1284790039062;0.028479003906227263;0.051;;;Coincidente;
4;2.0;FUNIL-GRANDE;Evaporação;Coeficiente de evaporação;ABR;mm/mês;42.0;42.0;0.0;0.0;;;Coincidente;
4;2.0;FUNIL-GRANDE;Evaporação;Coeficiente de evaporação;AGO;mm/mês;29.0;29.0;0.0;0.0;;;Coincidente;
4;2.0;FUNIL-GRANDE;Evaporação;Coeficiente de evaporação;DEZ;mm/mês;14.0;14.0;0.0;0.0;;;Coincidente;
4;2.0;FUNIL-GRANDE;Evaporação;Coeficiente de evaporação;FEV;mm/mês;6.0;6.0;0.0;0.0;;;Coincidente;
4;2.0;FUNIL-GRANDE;Evaporação;Coeficiente de evaporação;JAN;mm/mês;6.0;6.0;0.0;0.0;;;Coincidente;
4;2.0;FUNIL-GRANDE;Evaporação;Coeficiente de evaporação;JUL;mm/mês;33.0;33.0;0.0;0.0;;;Coincidente;
4;2.0;FUNIL-GRANDE;Evaporação;Coeficiente de evaporação;JUN;mm/mês;47.0;47.0;0.0;0.0;;;Coincidente;
4;2.0;FUNIL-GRANDE;Evaporação;Coeficiente de evaporação;MAI;mm/mês;48.0;48.0;0.0;0.0;;;Coincidente;
4;2.0;FUNIL-GRANDE;Evaporação;Coeficiente de evaporação;MAR;mm/mês;31.0;31.0;0.0;0.0;;;Coincidente;
4;2.0;FUNIL-GRANDE;Evaporação;Coeficiente de evaporação;NOV;mm/mês;10.0;10.0;0.0;0.0;;;Coincidente;
4;2.0;FUNIL-GRANDE;Evaporação;Coeficiente de evaporação;OUT;mm/mês;22.0;22.0;0.0;0.0;;;Coincidente;
4;2.0;FUNIL-GRANDE;Evaporação;Coeficiente de evaporação;SET;mm/mês;33.0;33.0;0.0;0.0;;;Coincidente;
4;2.0;FUNIL-GRANDE;Potência;Potência instalada final;;MW;180.0;180.0;0.0;0.15;;;Coincidente;PINST da tabela de cadastro do PMO.
4;2.0;FUNIL-GRANDE;Potência;Soma da potência dos grupos;;MW;180.0;180.0;0.0;0.15;;;Coincidente;PINST da tabela de cadastro do PMO.
4;2.0;FUNIL-GRANDE;Produtividade e perdas;P.HID.;;m;0.4;0.39399999380111694;0.006000006198883079;0.051;constant;constant;Coincidente;
4;2.0;FUNIL-GRANDE;Produtividade e perdas;PROD.ESP.;;MW/(m³/s·m);0.00901;0.009010273031890392;2.730318903916562e-07;1e-06;;;Coincidente;Valor nulo no COBRE é tratado como zero quando o PMO informa zero.
4;2.0;FUNIL-GRANDE;Vazão mínima histórica — HIDR.DAT × outflow.min_outflow_m3s — hydros.json;Vazão mínima histórica;;m³/s;48;70.0;22.0;0.0;;;Divergente;
4;2.0;FUNIL-GRANDE;Volume de referência sazonal;Representação do volume sazonal;;;Campo omitido;Campo omitido;;;;;Coincidente;"Os 12 volumes úteis são zero; nessa situação o conversor deve omitir reference_volumes_hm3."
6;3.0;FURNAS;Cadastro do reservatório;VMAX;;hm³;22950.0;22950.0;0.0;0.5;;;Coincidente;
6;3.0;FURNAS;Cadastro do reservatório;VMIN;;hm³;5733.0;5733.0;0.0;0.5;;;Coincidente;
6;3.0;FURNAS;Canal de fuga;CFMED;;m;672.2;672.2044067382812;0.004406738281204525;0.051;;;Coincidente;
6;3.0;FURNAS;Evaporação;Coeficiente de evaporação;ABR;mm/mês;40.0;40.0;0.0;0.0;;;Coincidente;
6;3.0;FURNAS;Evaporação;Coeficiente de evaporação;AGO;mm/mês;42.0;42.0;0.0;0.0;;;Coincidente;
6;3.0;FURNAS;Evaporação;Coeficiente de evaporação;DEZ;mm/mês;27.0;27.0;0.0;0.0;;;Coincidente;
6;3.0;FURNAS;Evaporação;Coeficiente de evaporação;FEV;mm/mês;2.0;2.0;0.0;0.0;;;Coincidente;
6;3.0;FURNAS;Evaporação;Coeficiente de evaporação;JAN;mm/mês;13.0;13.0;0.0;0.0;;;Coincidente;
6;3.0;FURNAS;Evaporação;Coeficiente de evaporação;JUL;mm/mês;43.0;43.0;0.0;0.0;;;Coincidente;
6;3.0;FURNAS;Evaporação;Coeficiente de evaporação;JUN;mm/mês;51.0;51.0;0.0;0.0;;;Coincidente;
6;3.0;FURNAS;Evaporação;Coeficiente de evaporação;MAI;mm/mês;52.0;52.0;0.0;0.0;;;Coincidente;
6;3.0;FURNAS;Evaporação;Coeficiente de evaporação;MAR;mm/mês;25.0;25.0;0.0;0.0;;;Coincidente;
6;3.0;FURNAS;Evaporação;Coeficiente de evaporação;NOV;mm/mês;12.0;12.0;0.0;0.0;;;Coincidente;
6;3.0;FURNAS;Evaporação;Coeficiente de evaporação;OUT;mm/mês;18.0;18.0;0.0;0.0;;;Coincidente;
6;3.0;FURNAS;Evaporação;Coeficiente de evaporação;SET;mm/mês;39.0;39.0;0.0;0.0;;;Coincidente;
6;3.0;FURNAS;Potência;Potência instalada final;;MW;1216.0;1216.0;0.0;0.15;;;Coincidente;PINST da tabela de cadastro do PMO.
6;3.0;FURNAS;Potência;Soma da potência dos grupos;;MW;1216.0;1216.0;0.0;0.15;;;Coincidente;PINST da tabela de cadastro do PMO.
6;3.0;FURNAS;Produtividade e perdas;P.HID.;;m;0.8;0.8029999732971191;0.002999973297119096;0.051;constant;constant;Coincidente;
6;3.0;FURNAS;Produtividade e perdas;PROD.ESP.;;MW/(m³/s·m);0.008996;0.00899560283869505;3.971613049512379e-07;1e-06;;;Coincidente;Valor nulo no COBRE é tratado como zero quando o PMO informa zero.
6;3.0;FURNAS;Vazão mínima histórica — HIDR.DAT × outflow.min_outflow_m3s — hydros.json;Vazão mínima histórica;;m³/s;102;131.0;29.0;0.0;;;Divergente;
6;3.0;FURNAS;Volume de referência sazonal;Volume de referência sazonal;ABR;hm³;15637.59;15637.59;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
6;3.0;FURNAS;Volume de referência sazonal;Volume de referência sazonal;AGO;hm³;14039.76;14039.76;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
6;3.0;FURNAS;Volume de referência sazonal;Volume de referência sazonal;DEZ;hm³;10778.91;10778.91;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
6;3.0;FURNAS;Volume de referência sazonal;Volume de referência sazonal;FEV;hm³;14375.47;14375.47;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
6;3.0;FURNAS;Volume de referência sazonal;Volume de referência sazonal;JAN;hm³;13010.83;13010.83;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
6;3.0;FURNAS;Volume de referência sazonal;Volume de referência sazonal;JUL;hm³;15283.31;15283.31;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
6;3.0;FURNAS;Volume de referência sazonal;Volume de referência sazonal;JUN;hm³;15650.59;15650.59;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
6;3.0;FURNAS;Volume de referência sazonal;Volume de referência sazonal;MAI;hm³;15733.53;15733.53;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
6;3.0;FURNAS;Volume de referência sazonal;Volume de referência sazonal;MAR;hm³;15110.18;15110.18;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
6;3.0;FURNAS;Volume de referência sazonal;Volume de referência sazonal;NOV;hm³;10592.1;10592.1;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
6;3.0;FURNAS;Volume de referência sazonal;Volume de referência sazonal;OUT;hm³;11435.77;11435.77;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
6;3.0;FURNAS;Volume de referência sazonal;Volume de referência sazonal;SET;hm³;12771.57;12771.57;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
7;4.0;M. DE MORAES;Cadastro do reservatório;VMAX;;hm³;4040.0;4040.0;0.0;0.5;;;Coincidente;
7;4.0;M. DE MORAES;Cadastro do reservatório;VMIN;;hm³;1540.0;1540.0;0.0;0.5;;;Coincidente;
7;4.0;M. DE MORAES;Canal de fuga;CFMED;;m;621.1;621.0997314453125;0.00026855468752273737;0.051;;;Coincidente;
7;4.0;M. DE MORAES;Evaporação;Coeficiente de evaporação;ABR;mm/mês;37.0;37.0;0.0;0.0;;;Coincidente;
7;4.0;M. DE MORAES;Evaporação;Coeficiente de evaporação;AGO;mm/mês;40.0;40.0;0.0;0.0;;;Coincidente;
7;4.0;M. DE MORAES;Evaporação;Coeficiente de evaporação;DEZ;mm/mês;25.0;25.0;0.0;0.0;;;Coincidente;
7;4.0;M. DE MORAES;Evaporação;Coeficiente de evaporação;FEV;mm/mês;2.0;2.0;0.0;0.0;;;Coincidente;
7;4.0;M. DE MORAES;Evaporação;Coeficiente de evaporação;JAN;mm/mês;12.0;12.0;0.0;0.0;;;Coincidente;
7;4.0;M. DE MORAES;Evaporação;Coeficiente de evaporação;JUL;mm/mês;42.0;42.0;0.0;0.0;;;Coincidente;
7;4.0;M. DE MORAES;Evaporação;Coeficiente de evaporação;JUN;mm/mês;46.0;46.0;0.0;0.0;;;Coincidente;
7;4.0;M. DE MORAES;Evaporação;Coeficiente de evaporação;MAI;mm/mês;49.0;49.0;0.0;0.0;;;Coincidente;
7;4.0;M. DE MORAES;Evaporação;Coeficiente de evaporação;MAR;mm/mês;19.0;19.0;0.0;0.0;;;Coincidente;
7;4.0;M. DE MORAES;Evaporação;Coeficiente de evaporação;NOV;mm/mês;5.0;5.0;0.0;0.0;;;Coincidente;
7;4.0;M. DE MORAES;Evaporação;Coeficiente de evaporação;OUT;mm/mês;15.0;15.0;0.0;0.0;;;Coincidente;
7;4.0;M. DE MORAES;Evaporação;Coeficiente de evaporação;SET;mm/mês;38.0;38.0;0.0;0.0;;;Coincidente;
7;4.0;M. DE MORAES;Potência;Potência instalada final;;MW;476.0;476.0;0.0;0.15;;;Coincidente;PINST da tabela de cadastro do PMO.
7;4.0;M. DE MORAES;Potência;Soma da potência dos grupos;;MW;476.0;476.0;0.0;0.15;;;Coincidente;PINST da tabela de cadastro do PMO.
7;4.0;M. DE MORAES;Produtividade e perdas;P.HID.;;m;1.1;1.1410000324249268;0.04100003242492667;0.051;constant;constant;Coincidente;
7;4.0;M. DE MORAES;Produtividade e perdas;PROD.ESP.;;MW/(m³/s·m);0.008657;0.008657228201627731;2.282016277315585e-07;1e-06;;;Coincidente;Valor nulo no COBRE é tratado como zero quando o PMO informa zero.
7;4.0;M. DE MORAES;Vazão mínima histórica — HIDR.DAT × outflow.min_outflow_m3s — hydros.json;Vazão mínima histórica;;m³/s;113;149.0;36.0;0.0;;;Divergente;
7;4.0;M. DE MORAES;Volume de referência sazonal;Volume de referência sazonal;ABR;hm³;3161.37;3161.37;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
7;4.0;M. DE MORAES;Volume de referência sazonal;Volume de referência sazonal;AGO;hm³;3048.52;3048.52;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
7;4.0;M. DE MORAES;Volume de referência sazonal;Volume de referência sazonal;DEZ;hm³;2831.34;2831.34;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
7;4.0;M. DE MORAES;Volume de referência sazonal;Volume de referência sazonal;FEV;hm³;3090.99;3090.99;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
7;4.0;M. DE MORAES;Volume de referência sazonal;Volume de referência sazonal;JAN;hm³;3050.2;3050.2;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
7;4.0;M. DE MORAES;Volume de referência sazonal;Volume de referência sazonal;JUL;hm³;3102.19;3102.19;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
7;4.0;M. DE MORAES;Volume de referência sazonal;Volume de referência sazonal;JUN;hm³;3130.81;3130.81;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
7;4.0;M. DE MORAES;Volume de referência sazonal;Volume de referência sazonal;MAI;hm³;3103.01;3103.01;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
7;4.0;M. DE MORAES;Volume de referência sazonal;Volume de referência sazonal;MAR;hm³;3143.45;3143.45;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
7;4.0;M. DE MORAES;Volume de referência sazonal;Volume de referência sazonal;NOV;hm³;2794.3599999999997;2794.3599999999997;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
7;4.0;M. DE MORAES;Volume de referência sazonal;Volume de referência sazonal;OUT;hm³;2900.31;2900.31;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
7;4.0;M. DE MORAES;Volume de referência sazonal;Volume de referência sazonal;SET;hm³;2997.81;2997.81;0.0;0.5;;;Coincidente;Esperado = VMIN + volume útil mensal, limitado ao intervalo [VMIN, VMAX].
8;5.0;ESTREITO;Cadastro do reservatório;VMAX;;hm³;1331.0;1331.4000244140625;0.4000244140625;0.5;;;Coincidente;Regulação diária ou semanal: VMIN = VMAX = VREF do pmo.dat.
8;5.0;ESTREITO;Cadastro do reservatório;VMIN;;hm³;1331.0;1331.4000244140625;0.4000244140625;0.5;;;Coincidente;Regulação diária ou semanal: VMIN = VMAX = VREF do pmo.dat.
8;5.0;ESTREITO;Canal de fuga;CFMED;;m;558.4;558.40478515625;0.004785156250022737;0.051;;;Coincidente;
8;5.0;ESTREITO;Evaporação;Coeficiente de evaporação;ABR;mm/mês;38.0;38.0;0.0;0.0;;;Coincidente;
8;5.0;ESTREITO;Evaporação;Coeficiente de evaporação;AGO;mm/mês;43.0;43.0;0.0;0.0;;;Coincidente;
8;5.0;ESTREITO;Evaporação;Coeficiente de evaporação;DEZ;mm/mês;21.0;21.0;0.0;0.0;;;Coincidente;
8;5.0;ESTREITO;Evaporação;Coeficiente de evaporação;FEV;mm/mês;5.0;5.0;0.0;0.0;;;Coincidente;
8;5.0;ESTREITO;Evaporação;Coeficiente de evaporação;JAN;mm/mês;10.0;10.0;0.0;0.0;;;Coincidente;
8;5.0;ESTREITO;Evaporação;Coeficiente de evaporação;JUL;mm/mês;48.0;48.0;0.0;0.0;;;Coincidente;
8;5.0;ESTREITO;Evaporação;Coeficiente de evaporação;JUN;mm/mês;52.0;52.0;0.0;0.0;;;Coincidente;
8;5.0;ESTREITO;Evaporação;Coeficiente de evaporação;MAI;mm/mês;53.0;53.0;0.0;0.0;;;Coincidente;
8;5.0;ESTREITO;Evaporação;Coeficiente de evaporação;MAR;mm/mês;18.0;18.0;0.0;0.0;;;Coincidente;
8;5.0;ESTREITO;Evaporação;Coeficiente de evaporação;NOV;mm/mês;2.0;2.0;0.0;0.0;;;Coincidente;
8;5.0;ESTREITO;Evaporação;Coeficiente de evaporação;OUT;mm/mês;15.0;15.0;0.0;0.0;;;Coincidente;
8;5.0;ESTREITO;Evaporação;Coeficiente de evaporação;SET;mm/mês;39.0;39.0;0.0;0.0;;;Coincidente;
8;5.0;ESTREITO;Potência;Potência instalada final;;MW;1050.0;1050.0;0.0;0.15;;;Coincidente;PINST da tabela de cadastro do PMO.
8;5.0;ESTREITO;Potência;Soma da potência dos grupos;;MW;1050.0;1050.0;0.0;0.15;;;Coincidente;PINST da tabela de cadastro do PMO.
8;5.0;ESTREITO;Produtividade e perdas;P.HID.;;m;0.9;0.8989999890327454;0.0010000109672546609;0.051;constant;constant;Coincidente;
8;5.0;ESTREITO;Produtividade e perdas;PROD.ESP.;;MW/(m³/s·m);0.00889;0.008890312165021896;3.121650218960298e-07;1e-06;;;Coincidente;Valor nulo no COBRE é tratado como zero quando o PMO informa zero.
8;5.0;ESTREITO;Vazão mínima histórica — HIDR.DAT × outflow.min_outflow_m3s — hydros.json;Vazão mínima histórica;;m³/s;115;153.0;38.0;0.0;;;Divergente;
8;5.0;ESTREITO;Volume de referência sazonal;Representação do volume sazonal;;;Campo omitido;Campo omitido;;;;;Coincidente;"Os 12 volumes úteis são zero; nessa situação o conversor deve omitir reference_volumes_hm3."
9;;JAGUARA;Vazão mínima histórica — HIDR.DAT × outflow.min_outflow_m3s — hydros.json;Vazão mínima histórica;;m³/s;116;;;0.0;;;Dado ausente/erro de leitura;Usina sem associação no de-para da Aba 1.
10;6.0;IGARAPAVA;Cadastro do reservatório;VMAX;;hm³;235.0;234.8300018310547;0.1699981689453125;0.5;;;Coincidente;Regulação diária ou semanal: VMIN = VMAX = VREF do pmo.dat.
10;6.0;IGARAPAVA;Cadastro do reservatório;VMIN;;hm³;235.0;234.8300018310547;0.1699981689453125;0.5;;;Coincidente;Regulação diária ou semanal: VMIN = VMAX = VREF do pmo.dat.
10;6.0;IGARAPAVA;Canal de fuga;CFMED;;m;494.9;494.9100036621094;0.010003662109397737;0.051;;;Coincidente;
10;6.0;IGARAPAVA;Evaporação;Coeficiente de evaporação;ABR;mm/mês;48.0;48.0;0.0;0.0;;;Coincidente;
10;6.0;IGARAPAVA;Evaporação;Coeficiente de evaporação;AGO;mm/mês;48.0;48.0;0.0;0.0;;;Coincidente;
10;6.0;IGARAPAVA;Evaporação;Coeficiente de evaporação;DEZ;mm/mês;29.0;29.0;0.0;0.0;;;Coincidente;
10;6.0;IGARAPAVA;Evaporação;Coeficiente de evaporação;FEV;mm/mês;5.0;5.0;0.0;0.0;;;Coincidente;
10;6.0;IGARAPAVA;Evaporação;Coeficiente de evaporação;JAN;mm/mês;8.0;8.0;0.0;0.0;;;Coincidente;
10;6.0;IGARAPAVA;Evaporação;Coeficiente de evaporação;JUL;mm/mês;51.0;51.0;0.0;0.0;;;Coincidente;
